"","created_on","difficulty","type","hints","answer","problem","lines","technique_used","uploaded"
"103","200928_162224_045188","MAS","JIG","23","297854163548761392362918745639547281785193624421386957974235816153629478816472539","007000100000060390300008040000547081080093000000000000000205006003000070006000500","d55513d139113c4782c4447d546913915793c0282d102bc2c47c4683eb91793845686902ed556d446","00001011110","0"
"104","200928_162229_386580","MAS","JIG","21","269158347318974265475231689842769531753642198196583472527496813681327954934815726","000050347000000000405000680802060000000000000006500070020400000601020000030000700","913d17913c02babc42b86aac13aaeba83c2aa92ac6baeac2c556c7878793913ad6902802c7d446c46","10001011110","0"
"105","200928_162338_868827","REG","JIG","19","178469253263815749415927638829634175597183462346572981934751826782396514651248397","100060050000005040000900000000034000000003060300070900000000800082000000600040007","93d513913841782842ebab86abe92eaebe83c03852902b86abec46aebe8391383c542802c4557ec46","00000001110","0"
"106","200928_162339_649228","REG","JIG","21","897214365152978436346851972539642781921786543768435129473529618215367894684193257","000000300002000000300801002000600080901706500700000000000000618000300804000000007","91579557b82d129112c47c6c446d13917913b82c2d402a847c17c6aed53ed13815785782c6d56d546","00000001110","0"
"107","200928_162341_561280","MAS","JIG","20","641892537382147956895764123279631845157483692764529381413956278938215764526378419","600800037000000000095700000200001000050400002004500080000900008000000060000000409","953d11797abab8692beaaaad06ad2aac7a92bae817ec2a8786b97aaabe96ad6aea92d413c56c457c6","10000011110","0"
"108","200928_162358_496707","MAS","JIG","19","791523846685314972213497685524638791378952164869741253942865317437186529156279438","000500000000000902003007600020608000000000004860001050000000007007106000050000000","913d3d113842b83c42ebaa807bad2eac692eb8387b803a86a92c46aad284793aebead102c547c7c46","00001011110","0"
"109","200928_162406_641138","MAS","JIG","21","985461372632957814347128659821743596594682137716539428178396245469215783253874961","005000070000000800000108609800043000000000007706000000100300200000005080200004001","913913913c02c42802bc293ac4683ec2a9138057ae802c6d52bc46bd53ea913813c52802c4457ec46","10000011110","0"
"110","200928_162410_879082","MAS","JIG","20","438521976259837641176948253627159834842376519593264187915483762361795428784612395","000001006000837001000048050007100000040006000090200000000400700001095000000000000","913b93d13842a84782ebaaad54692eac579382d43d502c07bc7bc2be969383e816902803c6d446c46","00001011110","0"
"111","200928_162415_728044","MAS","JIG","22","723916845869351274591478632384725961456182793172693458217549386938264517645837129","003010800800000270500070000000000060000002703100003000207049000000060500040007000","93d51557b8417a9116ebabac06b92eaebe92c2d452906b857bac2bae97aebea81692d412c6d4457c6","00001001110","0"
"112","200928_162416_831122","MAS","JIG","21","293867145986351274537124986864279531142583697759416328375642819418935762621798453","200000040006001200000000080800079501040000007059000300000602000400000000000790000","bd551393b85138282aeb86c682a92e91386ac03802e92b86c46d46aebd11793814786902c6d56d446","10000011110","0"
"113","200928_162421_571513","EXP","JIG","19","792615384315248796458137962826359471139764825674582139243896517587921643961473258","000010000005200700050030000800000000030060820600000009040000500007900000061000000","91393d113842c03c42ebab847ba92eaed12e803853c07c46abebab913a856ea802ead112c46d47c46","00000011110","0"
"114","200928_162426_905494","REG","JIG","22","935724681816539274642178935489351726251697348374862159168243597527986413793415862","000700001810500000640008030000000020000697300370000000008000507020000000003000060","91579391382d502802c47bc2c46913c3e913804787802c6d16bc46917e9079382d506902c457ed446","00000001110","0"
"115","200928_162437_184712","MAS","JIG","21","386794251251863749479215683692547318538129476147638925915476832864352197723981564","086000000000000040009010003002000000500000000040000005900070030000050107020081064","913913913802806842c4686beba913e9692ec02d2d403b86bc17c6aebc3e913814783802c6d546c46","00001011110","0"
"116","200928_162455_889117","REG","JIG","20","652781439385942167147639285731296548598174623264853971423518796819467352976325814","052000039000040000000600005700090000000000603004003070023008000800007000900000000","bd5517913c117ab802bc2d2ac46c3c7ea913bad512802a853c6c46aebe9579383c52d102c457c7c46","00000001110","0"
"117","200928_162500_067047","MAS","JIG","18","374295816526138749819642537243517968961874253785369124452986371638751492197423685","300200006000100009000040500000000000000800003000300020450000000600000000090000685","917913d1382d404786c457e956b9113bed128446857c2ed51697ba913e9692a8047ad02ec6d547c47","00001011110","0"
"118","200928_162513_512684","MAS","JIG","22","237691458865374291359842617124756983941528376678913542482139765513467829796285134","000001400865004290000000000100000900040020076000000040000009000013067000000080030","913957913c42ad384293a83aeba82ac2a92e82ebea803c47c56c4693d115793803c2d102c447c7c46","10001011110","0"
"119","200928_162519_051945","REG","JIG","20","539214678472385916861479352923761485645897123186523794718642539394158267257936841","500200000070305000000000302000000400005007000106000004010000030090008067000000800","9157bd53b82d1057aac47c2d52a9117e97aac06952beabad6bac56ae97ae913816903802c6d446c46","00000001110","0"
"120","200928_162528_639359","REG","JIG","18","629451783457328169981765432735986214268134975813297546142573698394612857576849321","000400000000020069080700000030000210000130000800090000000070008000000007006009000","93953d53b82eba97aac456aa96ad117aaa92b86d6aac2aad556ebaac797b92ec55692803d55546c46","00000001110","0"
"121","200928_162536_284066","MAS","JIG","21","386512479417938652235476198621793845948165237579284316164857923793621584852349761","006010000407030002000006000600000005940105000070000306004007900000020004000000000","913d13d3b8407847aaebed2d16a9017ebad2846952c7aed52bed56917e8179382d506902c457ed446","10000011110","0"
"122","200928_162546_561901","MAS","JIG","23","615843729284196357397258164478312695129567843951674238736425981563981472842739516","600800000080100007090050000078000005000000000050000230706000900003000402802009010","953911793aba806902eaac6d446d2a939513baec2ebc2a83bc52baac6813eae813806903c46c6d446","00001011110","0"
"123","200928_162553_347247","REG","JIG","20","318759426296374518157426389849231765735682194624195873581963247463817952972548631","000000420006070500007026000840030000030000100020005870080000000400000000000500000","913b93913c02a82842b86a82abeaeba86e83812aed542c46c557ba9139117ae802806903c46c6d446","00000001110","0"
"124","200928_162554_090104","MAS","JIG","19","169572384278913456735461928694385712381627549452198673843259167526734891917846235","100002380008010050000060020000000700000607000000100000803209000500000000007000000","93d513d13c01784786bc2bad16bc3eaebe92bad412902a817c6c46ac6d157938157ad102c6d547c46","00001011110","0"
"125","200928_162839_504178","EXP","JIG","23","174652938931874625865293714682349157459187362723516489296438571548761293317925846","000052030000800000000000714082000050000180000700000400006008570048060200000020000","91791391382d442802c457bac469113ae913844683802ed5546c46913d13913804782802c6d546c46","00000011110","0"
"126","200928_162845_653618","MAS","JIG","18","712835946893164725246593187359281674435726819167948253578419362621357498984672531","010000040000000020000500000000200000430000010000908000000010300620300400000600500","93d113d13803c04782c447ed54695557b913ad5112802c3bc46c46be83957938546ad102ed5547c46","10000011110","0"
"127","200928_162850_349528","EXP","JIG","21","637194825298365174941728356375842619524617983819536247183459762462971538756283491","637094820200000000000008350000000000000000000000500040080009700002070030000003001","bd5513913c113c2c42bc06ba93a83ed2e82ac05783c2ebad546bc3aebd1383e814782803c6d546c46","00000011110","0"
"128","200928_162851_158900","MAS","JIG","21","725469138816735249394812765163278594472596381951384627687143952538927416249651873","020000000816030000000010000000200590000090001001004007007003002530007000000000800","913d13d13802b84786c46aad16b913ac7e92806853d42c2babe93abeae8382a81478282ec6d546c47","10001011110","0"
"129","200928_162853_871369","MAS","JIG","20","983642715514827396237596148756184923891275634462931587345718269629453871178369452","000040700010800096000000000050104003890000600000030000000018000629000000000000400","95393d513aba805782eaa86bbc292ae9683ec2e92d403babc457c6aaa915793aea82d102c56c47c46","10001011110","0"
"130","200928_162855_747324","MAS","JIG","23","675913248481526793329874651832467519567391482914258376246185937758639124193742865","000000200401006003009000600000007000500390080900250300200085000708600000003000000","93d513913801786802c4696bc46913e92913806902802c2bc46c46bea91579381282d102c46c47c46","10001011110","0"
"131","200928_162858_536477","REG","JIG","18","782961345624173598593482167219534876978615432346897251435728619157246983861359724","080900300600100000000400007000000070000610000040800000000000600057040003000050000","93d513d13841784782ebad6d546d2ed17913b857ad442aad5457baac7d1392e815782803c6d546c46","00000001110","0"
"132","200928_162904_348679","MAS","JIG","19","295417836734968251468572319317625984681749523529381647156234798943856172872193465","200000006000008000400070009007000000080009500000000040150204098003000100000000000","bd553d113c11383c42b846c47baaed51392ec11782803b86d46c46ae9791793816906902c6d46d446","10000001110","0"
"133","200928_162910_506313","REG","JIG","20","146528937382769145539271864897634251674915328415382679921453786753896412268147593","000008037002000000509070064800000001600010000405000009020050000003000000000100000","913b93d13842a84786ebaaad16b92eac3e92c0383ed02b868697c2aebe9693e8147ad003c6d547c46","00000001110","0"
"134","200928_162914_593145","MAS","JIG","19","437965128961842357285479631672318549854791263319256784123584976598637412746123895","000900020060000007000009000000010040000000060009206080000504000008007002000000805","913913d13c02c04786bc2bad52b83eaebbeac03812812bc2c46c4683ed11793805786902c6d56d446","00001011110","0"
"135","200928_163353_857040","REG","NOR","25","579638142183524769426971853351249678697183425842765391235416987714892536968357214","500008042100500060026000000000040000097080000800060090205400007700002500000300010","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"136","200928_163354_972612","NOV","NOR","25","597164382634728951821395476486937215259641837713582649945213768372856194168479523","007060002030000000800005000406030010250000807000080049040203000300000100100009500","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000000111","0"
"137","200928_163356_002669","REG","NOR","25","748193526629548731153276894932687145564319287817452369396721458481935672275864913","008093020000040701053000004000607005004010007010000000300020000000900002070004910","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"138","200928_163357_009616","REG","NOR","26","468921537215367849973548126892635714657814392341792658126483975539276481784159263","000900007005060809970000120002005000000804000300002608100003070000006000784000003","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"139","200928_163358_136239","REG","NOR","27","692371548548269731317584926934618275265743189871925463789132654123456897456897312","690301040000009001007580900900000070265000100000900463700000600003050007050000000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"140","200928_163359_164889","MAS","NOR","23","381746592957132846426859173874615329639278451512394687145967238293581764768423915","081000090000002000000009170870010020630000000000300080140000000200080004000020905","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00001001111","0"
"141","200928_163400_230808","NOV","NOR","25","418576923972314685563289741657142839124893576839657412245938167796421358381765294","010076023000000600503009700007140000000000000800000400205908060090001050000060004","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000000111","0"
"142","200928_163401_098670","REG","NOR","23","826743159349815267517926348492567813768391425153284796235179684671458932984632571","000700100009000200000026308400060000000300000150000790035000000070000900980030001","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
